wkt_geom	MWShapeID	Lon	Lat	Tot_Deaths	Mar-2011	Apr-2011	May-2011	Jun-2011	Jul-2011	Aug-2011	Sep-2011	Oct-2011	Nov-2011	Dec-2011	Jan-2012	Feb-2012	Mar-2012	Apr-2012	May-2012	Jun-2012	Jul-2012	Aug-2012	Sep-2012	Oct-2012	Nov-2012	Dec-2012	Jan-2013	Feb-2013	Mar-2013	Apr-2013	May-2013	Jun-2013	Jul-2013	Aug-2013	Sep-2013	Oct-2013	Nov-2013	Dec-2013	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014	Jan-2015	Feb-2015	Mar-2015	Apr-2015	May-2015	Jun-2015	Jul-2015	Aug-2015	Sep-2015	Oct-2015	Nov-2015	Dec-2015	Jan-2016	Feb-2016	Air	Artillery	Asphyxi	Beat_Stab	Burned	Chemical	Crushed	Gun_Shot	Mine	Missiles	Other	Outage	Sniper	Stress	Torture	Unspec	Wounds
Point (36.73955399999999827 35.64118500000000012)	0	35.26216	36.560068	58	0	0	0	0	0	0	0	0	2	0	9	0	12	0	6	0	4	5	0	0	1	0	0	0	0	2	1	0	0	1	0	0	2	0	2	4	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	6	0	0	0	37	0	0	0	0	0	0	5	0	0
Point (36.71072199999999697 34.73534599999999983)	0	36.110698	36.694651	90	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	1	0	12	1	0	1	0	0	1	0	2	0	4	4	1	0	0	0	0	2	7	3	4	1	1	0	3	0	0	0	0	0	6	0	4	1	0	0	0	3	6	10	0	1	0	3	22	0	0	0	0	0	61	0	0	0	0	0	0	3	0	1
Point (36.56420200000000165 35.61481400000000264)	0	35.635674	36.709685	46	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	2	6	1	1	0	0	4	0	0	0	0	3	1	0	0	0	1	0	0	7	0	6	0	0	2	1	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	6	14	0	0	0	0	0	23	0	0	0	0	2	0	1	0	0
Point (36.63415400000000233 35.63616300000000336)	0	34.721811	36.711132	37	0	0	0	0	0	0	0	0	1	4	5	3	3	1	0	0	3	0	6	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	20	0	0	0	0	3	0	2	0	1
Point (36.60969300000000004 35.81475100000000111)	0	34.72464	36.712613	8	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0
Point (39.01342400000000055 35.95688799999999929)	0	33.757243	36.389158	245	0	0	0	0	0	0	0	0	17	2	5	1	0	1	0	3	2	13	4	6	6	4	3	2	4	2	7	4	3	4	43	2	6	7	8	4	13	28	0	15	5	3	2	2	1	4	0	1	3	2	0	2	0	0	0	0	1	0	0	0	6	93	0	0	0	3	0	112	0	0	0	0	13	0	15	0	2
Point (36.48412199999999928 35.65910900000000083)	0	35.87069	36.717839	45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	5	0	2	2	4	7	3	0	0	0	2	1	1	0	1	4	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	14	0	1	0	1	0	19	0	0	0	0	1	0	5	0	0
Point (36.64761500000000183 35.44235100000000216)	0	34.742172	36.680726	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Point (36.42756700000000336 32.54598099999999761)	0	34.886776	38.871932	140	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	2	0	0	2	1	0	1	1	0	33	3	2	22	3	5	1	0	0	0	4	3	0	7	0	1	5	1	3	3	9	4	9	1	0	0	3	0	7	0	0	0	54	11	0	0	0	0	0	67	0	0	0	0	0	0	7	0	1
Point (36.78238400000000041 35.61823299999999648)	0	34.726835	36.773207	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Point (40.54467199999999849 34.96587399999999946)	0	32.7169 	35.940596	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0
Point (36.73147900000000021 34.71738200000000063)	0	36.290915	37.081747	383	0	0	0	0	0	0	0	0	0	0	1	3	1	18	0	8	10	16	3	17	4	6	3	2	28	6	4	3	2	7	0	2	2	3	17	30	15	22	24	4	9	3	1	11	5	6	3	15	13	0	5	9	4	4	0	4	8	13	0	9	51	130	0	0	2	0	0	164	0	20	0	0	5	0	6	0	2
Point (40.74617400000000345 36.50549699999999831)	0	34.755788	36.711802	5	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Point (36.37091900000000066 33.54046499999999753)	0	34.60672	37.086654	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0
Point (36.06179399999999902 32.99167599999999823)	0	35.668523	36.728482	96	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	2	6	3	0	14	3	2	2	1	10	20	0	0	1	3	0	2	1	0	0	2	0	2	1	0	1	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	6	1	9	57	0	1	0	0	0	29	0	0	0	0	0	0	0	0	0
Point (36.18359900000000096 32.55169899999999927)	0	34.286723	37.067642	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	2	0	0	0	4	2	2	1	5	6	1	6	1	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	7	5	0	0	0	0	0	19	0	0	0	0	0	0	32	0	0
Point (35.9688990000000004 32.83440099999999973)	0	34.730854	36.70746	39	0	0	0	0	0	0	0	0	0	0	2	4	4	1	2	1	1	0	1	0	0	0	0	0	0	2	1	0	13	2	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	10	0	0	0	0	5	0	1	0	1
Point (35.70109800000000178 32.9369000000000014)	0	34.812306	37.305597	8	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Point (36.72154400000000152 34.71862500000000296)	0	33.742898	36.597462	68	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	12	3	6	0	5	0	9	4	2	0	0	1	11	3	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	31	0	0	0	0	2	0	20	0	0
Point (36.70683900000000222 34.80393699999999768)	0	36.135657	36.831121	404	0	0	0	0	0	0	0	0	0	0	0	21	12	8	21	14	6	14	12	14	5	1	4	2	0	2	11	0	10	6	3	3	3	5	34	21	7	45	21	5	13	3	1	0	3	1	5	2	2	3	1	8	1	1	1	11	3	21	6	8	66	120	0	0	0	0	0	186	1	0	0	4	6	3	9	0	5
Point (36.69653900000000135 34.82380899999999713)	0	34.737493	36.730755	34	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0
Point (36.09615300000000104 33.69292399999999787)	0	36.892939	38.357534	386	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	12	0	0	1	0	0	1	0	1	0	7	2	10	23	2	0	1	3	0	309	0	0	0	0	1	0	5	0	21	15	4	0	0	0	0	285	0	0	0	1	1	0	2	0	0
Point (36.18329599999999857 33.31669899999999984)	0	36.530536	37.952771	551	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	20	18	11	23	2	29	4	4	8	4	10	10	5	3	13	7	7	46	10	5	11	3	7	6	33	2	7	9	9	1	17	3	32	20	6	33	1	7	20	2	47	29	5	132	146	0	0	0	0	0	193	0	1	0	1	5	1	6	0	0
Point (36.26182099999999764 34.67204100000000011)	0	34.694256	36.704764	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Point (36.80238200000000148 35.86735199999999679)	0	33.049999	36.066699	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	2	1	2	6	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0
Point (36.72882599999999798 34.02648599999999846)	0	35.012283	37.052221	32	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0
Point (40.16578700000000168 35.34985600000000261)	0	34.635432	35.975994	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Point (36.86599700000000013 36.52508799999999667)	0	34.637939	36.676641	182	0	0	0	0	0	0	0	0	0	0	0	64	1	0	0	1	4	8	1	4	0	1	3	1	45	28	11	1	1	0	0	1	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	38	0	0	0	123	0	0	0	0	2	0	1	0	1
Point (37.51811000000000007 36.37527099999999791)	0	34.718043	36.741672	25	0	0	0	0	0	0	0	0	0	0	0	1	18	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0
Point (36.67646899999999732 35.64871800000000235)	0	34.72411	36.725568	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	1	2	3	5	2	3	2	1	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9	0	0	0	0	0	14	0	0	0	1	0	0	4	4	0
Point (35.92467800000000011 35.36294600000000088)	0	34.249838	37.057171	298	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	5	1	0	1	2	2	1	1	8	2	2	2	4	5	18	62	16	6	7	2	7	7	11	1	6	0	2	22	1	1	1	2	6	1	4	8	0	0	0	56	3	1	1	58	39	0	1	0	3	0	133	0	0	0	1	1	0	59	0	0
Point (36.3870330000000024 33.52880300000000346)	0	32.711099	36.025599	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Point (36.6895150000000001 33.64363500000000329)	0	32.933301	36.2503	18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	1	0	10	0	0	0	0	0	0	4	0	0
Point (36.04236800000000329 32.89031700000000313)	0	33.622196	36.258731	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.15693799999999669 32.82880600000000015)	0	34.714377	36.72395	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Point (36.34714400000000012 33.51413399999999854)	0	34.727876	36.714656	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Point (36.2392329999999987 33.46280900000000003)	0	37.075313	40.65196	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0
Point (36.36568299999999709 33.55823999999999785)	0	36.091419	36.714735	42	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	3	1	0	0	0	3	0	0	2	0	1	0	0	2	0	2	0	2	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	7	7	0	0	0	0	0	25	0	0	0	0	1	0	2	0	0
Point (36.71961600000000203 34.7456019999999981)	0	34.699354	36.680732	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	1
Point (36.52394799999999719 34.87684800000000251)	0	34.720023	36.707704	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Point (36.57755600000000129 34.51249800000000079)	0	36.844873	40.07889	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	46	20	30	4	5	0	3	0	10	10	5	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	0	0	30	14	0	0	0	0	0	83	0	0	0	0	13	0	4	0	3
Point (36.75541900000000339 35.13886200000000315)	0	34.74632	36.707597	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Point (36.72385100000000335 34.72212600000000293)	0	34.736014	36.722885	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	2	0	0	1	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	4	0	3	0	0
Point (36.73064800000000218 34.72747900000000243)	0	33.429794	36.223369	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	6	6	0	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	14	0	0	0	0	1	0	4	0	0
Point (36.73172999999999888 34.92619299999999782)	0	34.725131	36.716944	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.32008600000000342 35.81725600000000043)	0	32.794923	36.356134	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	0	13	7	0	0	1	0	3	0	0	2	0	6	0	4	4	1	2	1	1	0	0	0	0	0	2	0	3	4	2	0	5	0	0	1	1	1	1	0	2	3	27	1	0	0	0	0	35	0	0	0	0	0	0	7	0	1
Point (36.71647999999999712 34.72207800000000333)	0	32.999999	36.266696	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Point (36.56487500000000068 32.7107560000000035)	0	34.604954	36.720929	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	5	0	0	0	0	0	0	3	0	0
Point (36.63333300000000037 35.93333299999999753)	0	32.8083 	35.893097	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	17	0	0	0	0	0	2	0	1	1	2	1	2	0	0	1	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	17	0	0	0	0	0	15	0	0	0	0	1	0	2	0	0
Point (37.15015400000000056 36.21325499999999664)	0	32.772199	35.879696	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	3	0	0	0	1	4	13	2	2	1	0	1	1	0	0	2	1	2	2	6	0	1	0	0	0	0	1	0	0	2	0	0	0	4	0	0	1	0	3	0	0	1	0	16	0	0	0	0	0	32	0	0	0	1	2	0	8	0	3
Point (36.18893599999999822 33.54196699999999964)	0	34.648461	36.627016	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.29842800000000125 33.51449199999999706)	0	34.783919	36.231422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Point (35.94261600000000101 35.18110399999999771)	0	32.733301	35.983296	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	1	0	1	0	0	5	2	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	0	2	0	0
Point (35.88716999999999757 34.89353400000000249)	0	34.665758	36.735005	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
Point (36.13021499999999975 32.7533730000000034)	0	32.8333 	36.033298	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	24	1	0	1	0	0	1	5	1	0	4	0	1	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	17	0	0	0	0	0	27	0	0	0	0	0	0	3	0	0
Point (36.24192000000000036 32.85263199999999983)	0	32.547392	36.594715	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0
Point (36.6873250000000013 34.70930800000000005)	0	33.423275	36.147909	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	2	9	4	5	2	0	6	0	0	0	6	10	0	1	0	2	0	0	1	0	2	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	36	0	0	0	0	3	0	18	0	0
Point (36.49335599999999857 34.89617400000000202)	0	34.457031	36.88777	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Point (36.37175599999999775 33.51062799999999697)	0	33.083299	36.049998	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Point (36.38867900000000333 33.51105700000000098)	0	35.064709	36.694479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.40241100000000074 33.57322400000000329)	0	32.666699	36.1139	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Point (36.3101429999999965 33.60018000000000171)	0	34.730539	36.521373	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Point (36.19374299999999778 33.46681900000000098)	0	33.567002	36.319399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.24637100000000345 33.36329500000000081)	0	33.083299	35.649996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Point (36.72968199999999683 34.75092200000000275)	0	33.017992	36.130542	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Point (36.73069999999999879 34.843395000000001)		0	36.382043	36.991596	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Point (36.33329700000000173 32.61670000000000158)	0	32.7667 	35.816699	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Point (36.09762700000000279 33.72655300000000267)	0	34.08963	36.763487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Point (36.18439699999999704 33.07258999999999816)	0	35.855666	38.54805	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Point (36.72277400000000114 34.72863399999999956)	0	34.774966	36.782656	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
